,profile,allocation_IMM,mean_IMM,allocation_WMPM,mean_WMPM,mean_vote
1,"((0.0, 1.0), (0.0, 1.0), (0.1, 0.9))",[0.1 0.9],0.13333333333333333,[0. 1.],0.06666666666666665,[0.033 0.967]
2,"((0.0, 1.0), (0.0, 1.0), (0.2, 0.8))",[0.2 0.8],0.26666666666666655,[0. 1.],0.13333333333333341,[0.067 0.933]
3,"((0.0, 1.0), (0.0, 1.0), (0.3, 0.7))",[0.3 0.7],0.4000000000000001,[0. 1.],0.19999999999999996,[0.1 0.9]
4,"((0.0, 1.0), (0.0, 1.0), (0.4, 0.6))",[0.333 0.667],0.3999999975164732,[0. 1.],0.2666666666666666,[0.133 0.867]
11,"((0.0, 1.0), (0.1, 0.9), (0.0, 1.0))",[0.1 0.9],0.13333333333333333,[0. 1.],0.06666666666666665,[0.033 0.967]
13,"((0.0, 1.0), (0.1, 0.9), (0.2, 0.8))",[0.2 0.8],0.19999999999999996,[0.1 0.9],1.3877787807814457e-17,[0.1 0.9]
14,"((0.0, 1.0), (0.1, 0.9), (0.3, 0.7))",[0.3 0.7],0.33333333333333326,[0.1 0.9],0.06666666666666676,[0.133 0.867]
15,"((0.0, 1.0), (0.1, 0.9), (0.4, 0.6))",[0.333 0.667],0.33333333084980654,[0.1 0.9],0.1333333333333333,[0.167 0.833]
16,"((0.0, 1.0), (0.1, 0.9), (0.5, 0.5))",[0.333 0.667],0.2666666641831398,[0.1 0.9],0.20000000000000007,[0.2 0.8]
22,"((0.0, 1.0), (0.2, 0.8), (0.0, 1.0))",[0.2 0.8],0.26666666666666655,[0. 1.],0.13333333333333341,[0.067 0.933]
23,"((0.0, 1.0), (0.2, 0.8), (0.1, 0.9))",[0.2 0.8],0.19999999999999996,[0.1 0.9],1.3877787807814457e-17,[0.1 0.9]
25,"((0.0, 1.0), (0.2, 0.8), (0.3, 0.7))",[0.3 0.7],0.2666666666666667,[0.2 0.8],0.06666666666666668,[0.167 0.833]
26,"((0.0, 1.0), (0.2, 0.8), (0.4, 0.6))",[0.333 0.667],0.26666666418313967,[0.2 0.8],1.3877787807814457e-16,[0.2 0.8]
27,"((0.0, 1.0), (0.2, 0.8), (0.5, 0.5))",[0.333 0.667],0.1999999975164731,[0.2 0.8],0.06666666666666674,[0.233 0.767]
33,"((0.0, 1.0), (0.3, 0.7), (0.0, 1.0))",[0.3 0.7],0.4000000000000001,[0. 1.],0.19999999999999996,[0.1 0.9]
34,"((0.0, 1.0), (0.3, 0.7), (0.1, 0.9))",[0.3 0.7],0.33333333333333337,[0.1 0.9],0.06666666666666665,[0.133 0.867]
35,"((0.0, 1.0), (0.3, 0.7), (0.2, 0.8))",[0.3 0.7],0.2666666666666667,[0.2 0.8],0.06666666666666668,[0.167 0.833]
37,"((0.0, 1.0), (0.3, 0.7), (0.4, 0.6))",[0.333 0.667],0.1999999975164731,[0.3 0.7],0.13333333333333333,[0.233 0.767]
38,"((0.0, 1.0), (0.3, 0.7), (0.5, 0.5))",[0.333 0.667],0.13333333084980653,[0.3 0.7],0.06666666666666676,[0.267 0.733]
39,"((0.0, 1.0), (0.3, 0.7), (0.6, 0.4))",[0.333 0.667],0.06666666418313988,[0.3 0.7],1.1102230246251565e-16,[0.3 0.7]
44,"((0.0, 1.0), (0.4, 0.6), (0.0, 1.0))",[0.333 0.667],0.3999999975164732,[0. 1.],0.2666666666666666,[0.133 0.867]
45,"((0.0, 1.0), (0.4, 0.6), (0.1, 0.9))",[0.333 0.667],0.33333333084980654,[0.1 0.9],0.1333333333333333,[0.167 0.833]
46,"((0.0, 1.0), (0.4, 0.6), (0.2, 0.8))",[0.333 0.667],0.2666666641831399,[0.2 0.8],1.3877787807814457e-16,[0.2 0.8]
47,"((0.0, 1.0), (0.4, 0.6), (0.3, 0.7))",[0.333 0.667],0.1999999975164731,[0.3 0.7],0.13333333333333333,[0.233 0.767]
56,"((0.0, 1.0), (0.5, 0.5), (0.1, 0.9))",[0.333 0.667],0.2666666641831398,[0.1 0.9],0.20000000000000007,[0.2 0.8]
57,"((0.0, 1.0), (0.5, 0.5), (0.2, 0.8))",[0.333 0.667],0.1999999975164731,[0.2 0.8],0.06666666666666674,[0.233 0.767]
58,"((0.0, 1.0), (0.5, 0.5), (0.3, 0.7))",[0.333 0.667],0.13333333084980653,[0.3 0.7],0.06666666666666676,[0.267 0.733]
69,"((0.0, 1.0), (0.6, 0.4), (0.3, 0.7))",[0.333 0.667],0.06666666418313966,[0.3 0.7],1.1102230246251565e-16,[0.3 0.7]
121,"((0.1, 0.9), (0.0, 1.0), (0.0, 1.0))",[0.1 0.9],0.13333333333333333,[0. 1.],0.06666666666666665,[0.033 0.967]
123,"((0.1, 0.9), (0.0, 1.0), (0.2, 0.8))",[0.2 0.8],0.19999999999999996,[0.1 0.9],1.3877787807814457e-17,[0.1 0.9]
124,"((0.1, 0.9), (0.0, 1.0), (0.3, 0.7))",[0.3 0.7],0.33333333333333326,[0.1 0.9],0.06666666666666676,[0.133 0.867]
125,"((0.1, 0.9), (0.0, 1.0), (0.4, 0.6))",[0.333 0.667],0.33333333084980654,[0.1 0.9],0.1333333333333333,[0.167 0.833]
126,"((0.1, 0.9), (0.0, 1.0), (0.5, 0.5))",[0.333 0.667],0.2666666641831398,[0.1 0.9],0.20000000000000007,[0.2 0.8]
134,"((0.1, 0.9), (0.1, 0.9), (0.2, 0.8))",[0.2 0.8],0.13333333333333333,[0.1 0.9],0.06666666666666665,[0.133 0.867]
135,"((0.1, 0.9), (0.1, 0.9), (0.3, 0.7))",[0.3 0.7],0.2666666666666667,[0.1 0.9],0.1333333333333333,[0.167 0.833]
136,"((0.1, 0.9), (0.1, 0.9), (0.4, 0.6))",[0.333 0.667],0.26666666418313967,[0.1 0.9],0.20000000000000012,[0.2 0.8]
143,"((0.1, 0.9), (0.2, 0.8), (0.0, 1.0))",[0.2 0.8],0.19999999999999996,[0.1 0.9],1.3877787807814457e-17,[0.1 0.9]
144,"((0.1, 0.9), (0.2, 0.8), (0.1, 0.9))",[0.2 0.8],0.13333333333333333,[0.1 0.9],0.06666666666666665,[0.133 0.867]
146,"((0.1, 0.9), (0.2, 0.8), (0.3, 0.7))",[0.3 0.7],0.20000000000000015,[0.2 0.8],1.3877787807814457e-16,[0.2 0.8]
147,"((0.1, 0.9), (0.2, 0.8), (0.4, 0.6))",[0.333 0.667],0.19999999751647315,[0.2 0.8],0.06666666666666668,[0.233 0.767]
154,"((0.1, 0.9), (0.3, 0.7), (0.0, 1.0))",[0.3 0.7],0.33333333333333337,[0.1 0.9],0.06666666666666665,[0.133 0.867]
155,"((0.1, 0.9), (0.3, 0.7), (0.1, 0.9))",[0.3 0.7],0.2666666666666667,[0.1 0.9],0.1333333333333333,[0.167 0.833]
156,"((0.1, 0.9), (0.3, 0.7), (0.2, 0.8))",[0.3 0.7],0.20000000000000015,[0.2 0.8],1.3877787807814457e-16,[0.2 0.8]
158,"((0.1, 0.9), (0.3, 0.7), (0.4, 0.6))",[0.333 0.667],0.13333333084980653,[0.3 0.7],0.06666666666666676,[0.267 0.733]
159,"((0.1, 0.9), (0.3, 0.7), (0.5, 0.5))",[0.333 0.667],0.06666666418313988,[0.3 0.7],1.1102230246251565e-16,[0.3 0.7]
165,"((0.1, 0.9), (0.4, 0.6), (0.0, 1.0))",[0.333 0.667],0.33333333084980654,[0.1 0.9],0.1333333333333333,[0.167 0.833]
166,"((0.1, 0.9), (0.4, 0.6), (0.1, 0.9))",[0.333 0.667],0.2666666641831398,[0.1 0.9],0.20000000000000007,[0.2 0.8]
167,"((0.1, 0.9), (0.4, 0.6), (0.2, 0.8))",[0.333 0.667],0.1999999975164731,[0.2 0.8],0.06666666666666674,[0.233 0.767]
168,"((0.1, 0.9), (0.4, 0.6), (0.3, 0.7))",[0.333 0.667],0.13333333084980653,[0.3 0.7],0.06666666666666676,[0.267 0.733]
176,"((0.1, 0.9), (0.5, 0.5), (0.0, 1.0))",[0.333 0.667],0.2666666641831398,[0.1 0.9],0.20000000000000007,[0.2 0.8]
179,"((0.1, 0.9), (0.5, 0.5), (0.3, 0.7))",[0.333 0.667],0.06666666418313966,[0.3 0.7],1.1102230246251565e-16,[0.3 0.7]
242,"((0.2, 0.8), (0.0, 1.0), (0.0, 1.0))",[0.2 0.8],0.26666666666666655,[0. 1.],0.13333333333333341,[0.067 0.933]
243,"((0.2, 0.8), (0.0, 1.0), (0.1, 0.9))",[0.2 0.8],0.19999999999999996,[0.1 0.9],1.3877787807814457e-17,[0.1 0.9]
245,"((0.2, 0.8), (0.0, 1.0), (0.3, 0.7))",[0.3 0.7],0.2666666666666667,[0.2 0.8],0.06666666666666668,[0.167 0.833]
246,"((0.2, 0.8), (0.0, 1.0), (0.4, 0.6))",[0.333 0.667],0.26666666418313967,[0.2 0.8],1.3877787807814457e-16,[0.2 0.8]
247,"((0.2, 0.8), (0.0, 1.0), (0.5, 0.5))",[0.333 0.667],0.1999999975164731,[0.2 0.8],0.06666666666666674,[0.233 0.767]
253,"((0.2, 0.8), (0.1, 0.9), (0.0, 1.0))",[0.2 0.8],0.19999999999999996,[0.1 0.9],1.3877787807814457e-17,[0.1 0.9]
254,"((0.2, 0.8), (0.1, 0.9), (0.1, 0.9))",[0.2 0.8],0.13333333333333333,[0.1 0.9],0.06666666666666665,[0.133 0.867]
256,"((0.2, 0.8), (0.1, 0.9), (0.3, 0.7))",[0.3 0.7],0.20000000000000015,[0.2 0.8],1.3877787807814457e-16,[0.2 0.8]
257,"((0.2, 0.8), (0.1, 0.9), (0.4, 0.6))",[0.333 0.667],0.19999999751647315,[0.2 0.8],0.06666666666666668,[0.233 0.767]
267,"((0.2, 0.8), (0.2, 0.8), (0.3, 0.7))",[0.3 0.7],0.13333333333333333,[0.2 0.8],0.06666666666666674,[0.233 0.767]
275,"((0.2, 0.8), (0.3, 0.7), (0.0, 1.0))",[0.3 0.7],0.2666666666666667,[0.2 0.8],0.06666666666666668,[0.167 0.833]
276,"((0.2, 0.8), (0.3, 0.7), (0.1, 0.9))",[0.3 0.7],0.19999999999999998,[0.2 0.8],1.3877787807814457e-16,[0.2 0.8]
277,"((0.2, 0.8), (0.3, 0.7), (0.2, 0.8))",[0.3 0.7],0.13333333333333333,[0.2 0.8],0.06666666666666674,[0.233 0.767]
279,"((0.2, 0.8), (0.3, 0.7), (0.4, 0.6))",[0.333 0.667],0.06666666418313988,[0.3 0.7],1.1102230246251565e-16,[0.3 0.7]
286,"((0.2, 0.8), (0.4, 0.6), (0.0, 1.0))",[0.333 0.667],0.26666666418313967,[0.2 0.8],1.3877787807814457e-16,[0.2 0.8]
287,"((0.2, 0.8), (0.4, 0.6), (0.1, 0.9))",[0.333 0.667],0.19999999751647304,[0.2 0.8],0.06666666666666679,[0.233 0.767]
289,"((0.2, 0.8), (0.4, 0.6), (0.3, 0.7))",[0.333 0.667],0.0666666641831396,[0.3 0.7],1.6653345369377348e-16,[0.3 0.7]
297,"((0.2, 0.8), (0.5, 0.5), (0.0, 1.0))",[0.333 0.667],0.1999999975164731,[0.2 0.8],0.06666666666666674,[0.233 0.767]
363,"((0.3, 0.7), (0.0, 1.0), (0.0, 1.0))",[0.3 0.7],0.4000000000000001,[0. 1.],0.19999999999999996,[0.1 0.9]
364,"((0.3, 0.7), (0.0, 1.0), (0.1, 0.9))",[0.3 0.7],0.33333333333333337,[0.1 0.9],0.06666666666666665,[0.133 0.867]
365,"((0.3, 0.7), (0.0, 1.0), (0.2, 0.8))",[0.3 0.7],0.2666666666666667,[0.2 0.8],0.06666666666666668,[0.167 0.833]
367,"((0.3, 0.7), (0.0, 1.0), (0.4, 0.6))",[0.333 0.667],0.1999999975164731,[0.3 0.7],0.13333333333333333,[0.233 0.767]
368,"((0.3, 0.7), (0.0, 1.0), (0.5, 0.5))",[0.333 0.667],0.13333333084980653,[0.3 0.7],0.06666666666666676,[0.267 0.733]
369,"((0.3, 0.7), (0.0, 1.0), (0.6, 0.4))",[0.333 0.667],0.06666666418313988,[0.3 0.7],1.1102230246251565e-16,[0.3 0.7]
374,"((0.3, 0.7), (0.1, 0.9), (0.0, 1.0))",[0.3 0.7],0.33333333333333337,[0.1 0.9],0.06666666666666665,[0.133 0.867]
375,"((0.3, 0.7), (0.1, 0.9), (0.1, 0.9))",[0.3 0.7],0.2666666666666667,[0.1 0.9],0.1333333333333333,[0.167 0.833]
376,"((0.3, 0.7), (0.1, 0.9), (0.2, 0.8))",[0.3 0.7],0.20000000000000015,[0.2 0.8],1.3877787807814457e-16,[0.2 0.8]
378,"((0.3, 0.7), (0.1, 0.9), (0.4, 0.6))",[0.333 0.667],0.13333333084980653,[0.3 0.7],0.06666666666666676,[0.267 0.733]
379,"((0.3, 0.7), (0.1, 0.9), (0.5, 0.5))",[0.333 0.667],0.06666666418313988,[0.3 0.7],1.1102230246251565e-16,[0.3 0.7]
385,"((0.3, 0.7), (0.2, 0.8), (0.0, 1.0))",[0.3 0.7],0.2666666666666667,[0.2 0.8],0.06666666666666668,[0.167 0.833]
386,"((0.3, 0.7), (0.2, 0.8), (0.1, 0.9))",[0.3 0.7],0.19999999999999998,[0.2 0.8],1.3877787807814457e-16,[0.2 0.8]
387,"((0.3, 0.7), (0.2, 0.8), (0.2, 0.8))",[0.3 0.7],0.13333333333333333,[0.2 0.8],0.06666666666666674,[0.233 0.767]
389,"((0.3, 0.7), (0.2, 0.8), (0.4, 0.6))",[0.333 0.667],0.06666666418313988,[0.3 0.7],1.1102230246251565e-16,[0.3 0.7]
407,"((0.3, 0.7), (0.4, 0.6), (0.0, 1.0))",[0.333 0.667],0.1999999975164731,[0.3 0.7],0.13333333333333333,[0.233 0.767]
408,"((0.3, 0.7), (0.4, 0.6), (0.1, 0.9))",[0.333 0.667],0.13333333084980642,[0.3 0.7],0.06666666666666665,[0.267 0.733]
409,"((0.3, 0.7), (0.4, 0.6), (0.2, 0.8))",[0.333 0.667],0.06666666418313966,[0.3 0.7],1.1102230246251565e-16,[0.3 0.7]
418,"((0.3, 0.7), (0.5, 0.5), (0.0, 1.0))",[0.333 0.667],0.13333333084980653,[0.3 0.7],0.06666666666666676,[0.267 0.733]
419,"((0.3, 0.7), (0.5, 0.5), (0.1, 0.9))",[0.333 0.667],0.06666666418313988,[0.3 0.7],1.1102230246251565e-16,[0.3 0.7]
429,"((0.3, 0.7), (0.6, 0.4), (0.0, 1.0))",[0.333 0.667],0.06666666418313988,[0.3 0.7],1.1102230246251565e-16,[0.3 0.7]
484,"((0.4, 0.6), (0.0, 1.0), (0.0, 1.0))",[0.333 0.667],0.3999999975164732,[0. 1.],0.2666666666666666,[0.133 0.867]
485,"((0.4, 0.6), (0.0, 1.0), (0.1, 0.9))",[0.333 0.667],0.33333333084980654,[0.1 0.9],0.1333333333333333,[0.167 0.833]
486,"((0.4, 0.6), (0.0, 1.0), (0.2, 0.8))",[0.333 0.667],0.2666666641831399,[0.2 0.8],1.3877787807814457e-16,[0.2 0.8]
487,"((0.4, 0.6), (0.0, 1.0), (0.3, 0.7))",[0.333 0.667],0.1999999975164731,[0.3 0.7],0.13333333333333333,[0.233 0.767]
495,"((0.4, 0.6), (0.1, 0.9), (0.0, 1.0))",[0.333 0.667],0.33333333084980654,[0.1 0.9],0.1333333333333333,[0.167 0.833]
496,"((0.4, 0.6), (0.1, 0.9), (0.1, 0.9))",[0.333 0.667],0.2666666641831398,[0.1 0.9],0.20000000000000007,[0.2 0.8]
497,"((0.4, 0.6), (0.1, 0.9), (0.2, 0.8))",[0.333 0.667],0.1999999975164731,[0.2 0.8],0.06666666666666674,[0.233 0.767]
498,"((0.4, 0.6), (0.1, 0.9), (0.3, 0.7))",[0.333 0.667],0.13333333084980653,[0.3 0.7],0.06666666666666676,[0.267 0.733]
506,"((0.4, 0.6), (0.2, 0.8), (0.0, 1.0))",[0.333 0.667],0.26666666418313967,[0.2 0.8],1.3877787807814457e-16,[0.2 0.8]
507,"((0.4, 0.6), (0.2, 0.8), (0.1, 0.9))",[0.333 0.667],0.19999999751647304,[0.2 0.8],0.06666666666666679,[0.233 0.767]
509,"((0.4, 0.6), (0.2, 0.8), (0.3, 0.7))",[0.333 0.667],0.0666666641831396,[0.3 0.7],1.6653345369377348e-16,[0.3 0.7]
517,"((0.4, 0.6), (0.3, 0.7), (0.0, 1.0))",[0.333 0.667],0.1999999975164731,[0.3 0.7],0.13333333333333333,[0.233 0.767]
518,"((0.4, 0.6), (0.3, 0.7), (0.1, 0.9))",[0.333 0.667],0.13333333084980642,[0.3 0.7],0.06666666666666665,[0.267 0.733]
519,"((0.4, 0.6), (0.3, 0.7), (0.2, 0.8))",[0.333 0.667],0.06666666418313966,[0.3 0.7],1.1102230246251565e-16,[0.3 0.7]
571,"((0.4, 0.6), (0.7, 0.3), (1.0, 0.0))",[0.667 0.333],0.06666666418313988,[0.7 0.3],1.1102230246251565e-16,[0.7 0.3]
601,"((0.4, 0.6), (1.0, 0.0), (0.7, 0.3))",[0.667 0.333],0.06666666418313966,[0.7 0.3],1.1102230246251565e-16,[0.7 0.3]
606,"((0.5, 0.5), (0.0, 1.0), (0.1, 0.9))",[0.333 0.667],0.2666666641831398,[0.1 0.9],0.20000000000000007,[0.2 0.8]
607,"((0.5, 0.5), (0.0, 1.0), (0.2, 0.8))",[0.333 0.667],0.1999999975164731,[0.2 0.8],0.06666666666666674,[0.233 0.767]
608,"((0.5, 0.5), (0.0, 1.0), (0.3, 0.7))",[0.333 0.667],0.13333333084980653,[0.3 0.7],0.06666666666666676,[0.267 0.733]
616,"((0.5, 0.5), (0.1, 0.9), (0.0, 1.0))",[0.333 0.667],0.2666666641831398,[0.1 0.9],0.20000000000000007,[0.2 0.8]
619,"((0.5, 0.5), (0.1, 0.9), (0.3, 0.7))",[0.333 0.667],0.06666666418313966,[0.3 0.7],1.1102230246251565e-16,[0.3 0.7]
627,"((0.5, 0.5), (0.2, 0.8), (0.0, 1.0))",[0.333 0.667],0.1999999975164731,[0.2 0.8],0.06666666666666674,[0.233 0.767]
638,"((0.5, 0.5), (0.3, 0.7), (0.0, 1.0))",[0.333 0.667],0.13333333084980653,[0.3 0.7],0.06666666666666676,[0.267 0.733]
639,"((0.5, 0.5), (0.3, 0.7), (0.1, 0.9))",[0.333 0.667],0.06666666418313988,[0.3 0.7],1.1102230246251565e-16,[0.3 0.7]
